,isbn_10,title,full_title,publishers,identifiers,subtitle,description,covers,physical_format,last_modified,latest_revision,key,authors,ocaid,publish_places,contributions,languages,pagination,classifications,source_records,notes,number_of_pages,isbn_13,created,edition_name,publish_date,copyright_date,oclc_numbers,works,type,revision,ia_box_id,publish_country,by_statement,series,first_sentence,dewey_decimal_class,lc_classifications,local_id,other_titles,subject_people,subject_places,subject_times,subjects,genres,lccn,table_of_contents,contributors,weight,physical_dimensions,subject_place,uri_descriptions,url,uris,ia_loaded_id,translated_from,work_titles,translation_of,subject_time,oclc_number,work_title,coverimage,location,links,openlibrary,language
131,['0446609404'],Cradle and all,,['Warner Vision Books'],"{'goodreads': ['5575'], 'librarything': ['56572']}",,,,,"{'type': '/type/datetime', 'value': '2011-11-25T03:54:46.792304'}",6,/books/OL20381942M,[{'key': '/authors/OL6812710A'}],,['New York'],,[{'key': '/languages/eng'}],355p. ;,,"['marc:talis_openlibrary_contribution/talis-openlibrary-contribution.mrc:2114050221:745', 'ia:cradleallnovel00patt']",,355.0,,"{'type': '/type/datetime', 'value': '2008-10-26T16:46:38.314560'}",,2001,,,[{'key': '/works/OL167170W'}],{'key': '/type/edition'},6,['IA108113'],xxu,James Patterson.,,,['813.54'],,,,,,,"['Women private investigators -- Fiction', 'Pregnant women -- Fiction']",['Fiction.'],,"[{'level': 0, 'label': '', 'title': '""Cradle and all"" is based on and earlier James Patterson novel,""Virgin"", and includes scenes and characters from that book.', 'pagenum': ''}]",,,,,,,,['cradleallnovel00patt'],,,,,,,,,,,
132,['0312971125'],Crazy for You,,"[""St. Martin's""]",{},,,[6452092],,"{'type': '/type/datetime', 'value': '2019-05-20T07:16:53.835550'}",5,/books/OL24326566M,,crazyforyou00,,,,,{},['marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run02.mrc:174857611:1543'],,,['9780312971120'],"{'type': '/type/datetime', 'value': '2010-07-15T12:29:34.305639'}",,February 2000,,,[{'key': '/works/OL503093W'}],{'key': '/type/edition'},5,,,,,,,,['urn:sfpl:31223053733896'],,,,,,,,,,,,,,,,,,,,,,,,,,,
133,['0380718340'],Cruel & Unusual (Kay Scarpetta Mysteries),,['Avon'],"{'librarything': ['3905873'], 'goodreads': ['85379']}",,,[235035],,"{'type': '/type/datetime', 'value': '2021-02-22T08:54:07.342171'}",15,/books/OL7432932M,[{'key': '/authors/OL6898642A'}],cruelunusual00corn,,,[{'key': '/languages/eng'}],,,['ia:cruelunusual00corn'],,416.0,['9780380718344'],"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}",,"May 1, 1994",,,[{'key': '/works/OL15159703W'}],{'key': '/type/edition'},15,['IA107901'],,,['Kay Scarpetta (4)'],"{'type': '/type/text', 'value': ""The Monday I carried Ronnie Joe Waddell's meditation in my pocketbook, I never saw the sun.""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,['055356160X'],Cry wolf,,['Bantam Books'],,,,[6621709],,"{'type': '/type/datetime', 'value': '2011-08-11T23:37:08.265409'}",4,/books/OL24375890M,[{'key': '/authors/OL21979A'}],crywolf00hoag,['New York'],,[{'key': '/languages/eng'}],531 p. ;,,['ia:crywolf00hoag'],,531.0,['9780553561609'],"{'type': '/type/datetime', 'value': '2010-10-12T00:43:17.503785'}",Bantam reissue ed.,1996,,['35590725'],[{'key': '/works/OL134451W'}],{'key': '/type/edition'},4,['IA119518'],nyu,Tami Hoag,,,['813/.54'],['PS3558.O333 C79 1996'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,['0451117298'],Cujo,,['New American Library'],{'goodreads': ['940451']},,"{'type': '/type/text', 'value': 'THE ULTIMATE BEAST IS LOOSE--AND STEPHEN KING IS SENDING HIM YOUR WAY!\r\nA big, friendly dog chases a rabbit into a hidden underground cave - and stirs a sleeping evil crueler than death itself. A terrified four year-old boy sees his bedroom closet door swing open untouched by human hands, and screams at the unholy red eyes gleaming in the darkness. The little Maine town of Castle Rock is about to be invaded by the most hideous menace ever to savage the flesh and devour the mind...\r\n--back cover'}",[9423460],mass market paperback,"{'type': '/type/datetime', 'value': '2020-05-13T10:42:21.037468'}",20,/books/OL7571117M,[{'key': '/authors/OL2162284A'}],,"['New York, NY, USA']",,[{'key': '/languages/eng'}],304p.,{},['amazon:0451117298:bm:2454749220:250998'],"{'type': '/type/text', 'value': '451-AE1729'}",304.0,['9780451117298'],"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}",1st Signet printing (1),1982-08,1981,,[{'key': '/works/OL81610W'}],{'key': '/type/edition'},20,,,,,"{'type': '/type/text', 'value': 'ONCE UPON A TIME, not so long ago, a monster came to the small town of Castle Rock, Maine.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,D Is for Deadbeat,,['Bantam'],{},,,[6451225],,"{'type': '/type/datetime', 'value': '2020-08-31T04:54:23.567365'}",7,/books/OL24325983M,,disfordeadbeatk00graf,,,,,{},"['ia:disfordeadbeatk00graf', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run01.mrc:89512291:2016', 'ia:disfordeadbeatki0000graf']",,,['9780553271638'],"{'type': '/type/datetime', 'value': '2010-07-10T17:10:53.716997'}",,June 1998,,,[{'key': '/works/OL14852161W'}],{'key': '/type/edition'},7,['IA143115'],,,,,,,"['urn:sfpl:31223129715430', 'urn:sfpl:31223129715448', 'urn:sfpl:31223129715455']",,,,,,,,,,,,,,,,['disfordeadbeatk00graf'],,,,,,,,,,,
137,"['0385297661', '0385299621', '0385297459']",Daddy,,['Delacorte Press'],"{'goodreads': ['975431', '1439460', '1439454'], 'librarything': ['72154']}",,,"[6621728, 4064892, 4064809, 4064596]",,"{'type': '/type/datetime', 'value': '2020-11-08T07:35:45.470261'}",17,/books/OL2052149M,[{'key': '/authors/OL24452A'}],daddystee00stee,"['New York, N.Y']",,[{'key': '/languages/eng'}],352 p. ;,,"['marc:marc_records_scriblio_net/part20.dat:18874125:810', 'marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:8454901:1745', 'marc:marc_loc_updates/v35.i25.records.utf8:2204809:926', 'ia:daddystee00stee', 'ia:daddy00stee', 'ia:dadd00stee', 'marc:marc_loc_2016/BooksAll.2016.part18.utf8:172649059:926']",,352.0,,"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}",,1989,,,[{'key': '/works/OL19776W'}],{'key': '/type/edition'},17,['IA100613'],nyu,Danielle Steel.,,,['813/.54'],['PS3569.T33828 D34 1989'],,,,,,,,['88029935'],,,,,,"['Sample text', 'Publisher description']","['http://www.loc.gov/catdir/samples/random041/88029935.html', 'http://www.loc.gov/catdir/description/random042/88029935.html']","['http://www.loc.gov/catdir/samples/random041/88029935.html', 'http://www.loc.gov/catdir/description/random042/88029935.html']",,,,,,,,,,,,
138,['0743460529'],Daddy's little girl,,['Pocket Books'],,,"{'type': '/type/text', 'value': 'From Mary Higgins Clark, America\'s bestselling ""Queen of Suspense,"" comes a chilling story of murder that reaches the heights of suspense while exploring the depths of the criminal mind. Ellie Cavanaugh was seven years old when her older sister was murdered near their home in New York\'s Westchester County. It was young Ellie\'s tearful testimony that put Rob Westerfield, the nineteen-year-old scion of a prominent family, in jail despite the existence of two other viable suspects. Twenty-two years later, Westerfield, who maintains his innocence, is paroled. Determined to thwart starts writing a book that will conclusively prove Westerfield\'s guilt. As she delves deeper into her research, however, she uncovers horrifying facts that shed new light on her sister\'s murder. With each discovery she comes closer to a confrontation with a desperate killer.'}",[6483692],,"{'type': '/type/datetime', 'value': '2015-11-23T12:54:57.180223'}",9,/books/OL24204546M,[{'key': '/authors/OL22586A'}],daddyslittlegirl00clar,['New York'],,[{'key': '/languages/eng'}],"x, 352 p. ;",,['ia:daddyslittlegirl00clar'],"{'type': '/type/text', 'value': 'Originally published: New York : Simon & Schuster, 2002.'}",352.0,['9780743460521'],"{'type': '/type/datetime', 'value': '2010-05-05T07:00:50.490550'}",,2003,,['52053000'],[{'key': '/works/OL13060W'}],{'key': '/type/edition'},9,['IA111802'],nyu,Mary Higgins Clark,,,['813'],['PS3553.L287 D33 2003'],,,,,,"[""Murder victims' families -- Fiction."", 'Sisters -- Death -- Fiction.', 'Ex-convicts -- Fiction.', 'Young women -- Fiction.']",['Fiction.'],,,,,,,,,,,,,,,,,,,,,
139,['0446394521'],Daisy Fay and the miracle man,,['Warner Books'],"{'goodreads': ['285239'], 'librarything': ['4192']}",,,"[6621706, 285554]",,"{'type': '/type/datetime', 'value': '2020-11-15T06:00:22.571673'}",17,/books/OL1704304M,[{'key': '/authors/OL27843A'}],daisyfaymiraclem00flag,['New York'],,[{'key': '/languages/eng'}],320 p. ;,{},"['marc:marc_records_scriblio_net/part22.dat:148999084:839', 'marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:11379426:1490', 'ia:daisyfaymiraclem00flag', 'ia:daisyfaymiraclem00flagrich', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run02.mrc:27553897:1472', 'ia:daisyfaymiraclem00flag_444', 'marc:marc_loc_2016/BooksAll.2016.part21.utf8:184734564:839']",Previously published as: Coming attractions. 1981.,320.0,,"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}",Warner Books ed.,1992,,,[{'key': '/works/OL15159741W'}],{'key': '/type/edition'},17,['IA101504'],nyu,Fannie Flagg.,,,['813/.54'],['PS3556.L26 C6 1992'],['urn:sfpl:31223071096706'],,,,,"['Girls -- Fiction', 'Fathers and daughters -- Fiction', 'Mississippi -- Fiction']",,['92005518'],,,,,"['Fathers and daughters', 'Mississippi']",,,,,,,,,,['Coming attractions'],,,,,
140,"['0515131229', '0739417924']",Dance upon the air,,['Jove Books'],"{'goodreads': ['685379', '59828'], 'librarything': ['2069']}",,,[6483964],,"{'type': '/type/datetime', 'value': '2020-12-07T20:01:10.873934'}",17,/books/OL23245525M,,danceuponair00robe,['New York'],,[{'key': '/languages/eng'}],386 p. ;,,"['marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:26818962:1884', 'ia:danceuponair00robe', 'ia:danceuponair00robe_0', 'ia:danceuponair00robe_1', 'ia:danceup00robe', 'amazon:0515131229', 'ia:danceuponair0000robe', 'marc:marc_loc_2016/BooksAll.2016.part30.utf8:142603883:964']",,386.0,,"{'type': '/type/datetime', 'value': '2009-05-29T11:17:37.420355'}",[Book club ed.].,2001,,,[{'key': '/works/OL111597W'}],{'key': '/type/edition'},17,['IA104023'],nyu,Nora Roberts.,['Three Sisters Island trilogy -- bk. 1'],,,['CPB Box no. 1869 vol. 17'],,,,,,"['Witches -- Fiction', 'Abused wives -- Massachusetts -- Fiction', 'Massachusetts -- Fiction']",['Fiction'],['2002554345'],,,,,,,,,['danceuponair00robe_1'],,,,,,,,,,,
141,"['0449134482', '0833566857']",Dances with wolves,,['Fawcett Gold Medal'],"{'goodreads': ['1043926', '1883865'], 'librarything': ['53434']}",,,"[290149, 6483917, 6602441, 6605102, 6621760]",,"{'type': '/type/datetime', 'value': '2020-11-08T12:51:22.381209'}",37,/books/OL2070825M,[{'key': '/authors/OL365829A'}],danwolves00blak,['New York'],,[{'key': '/languages/eng'}],313 p. ;,,"['marc:marc_records_scriblio_net/part20.dat:34748190:761', 'marc:marc_ithaca_college/ic_marc.mrc:131739265:673', 'ia:danceswithwolves00blakrich', 'ia:danceswithwolv00blak', 'ia:danceswithwolvesblak00blak', 'ia:danceswithwolvesblak', 'marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:24088924:2199', 'ia:danceswithwolves1988blak', 'ia:danceswithwolves00blak', 'ia:danwolves00blak', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run02.mrc:60932383:1800', 'amazon:0449134482', 'bwb:9780449134481', 'marc:marc_loc_2016/BooksAll.2016.part18.utf8:188709005:766']",,313.0,,"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}",1st ed.,1988,,,[{'key': '/works/OL2566621W'}],{'key': '/type/edition'},37,['IA122524'],nyu,Michael Blake.,,,['813/.54'],['PS3552.L3487 D36 1988'],"['urn:sfpl:31223084744896', 'urn:sfpl:31223102120319']",,,,,['Comanche Indians -- Fiction'],['Fiction.'],['88091114'],,,,,,['Publisher description'],['http://www.loc.gov/catdir/description/random045/88091114.html'],['http://www.loc.gov/catdir/description/random045/88091114.html'],['danceswithwolves00blak'],,,,,,,,,,,
142,['0821759744'],Dangerous,,['Kensington Pub.'],,,,,,"{'type': '/type/datetime', 'value': '2020-11-27T06:25:52.705955'}",2,/books/OL24508144M,[{'key': '/authors/OL1423433A'}],,['New York'],['Copyright Paperback Collection (Library of Congress)'],[{'key': '/languages/eng'}],155 p. ;,,"['marc:marc_loc_updates/v38.i33.records.utf8:11101416:643', 'marc:marc_loc_2016/BooksAll.2016.part26.utf8:203995855:643']",,155.0,,"{'type': '/type/datetime', 'value': '2010-12-07T21:54:49.498661'}",,1997,,['40223020'],[{'key': '/works/OL15554672W'}],{'key': '/type/edition'},2,,nyu,Becky Barker,"['Zebra books', 'Zebra book']",,,['CPB Box no. 852 vol. 11'],,,,,,,,['97819683'],,,,,,,,,,,,,,,,,,,,
143,['0553287397'],Dark angel,,['Bantam Books'],"{'goodreads': ['660542'], 'librarything': ['325178']}",,,[6484101],,"{'type': '/type/datetime', 'value': '2011-08-11T23:40:24.926763'}",8,/books/OL22362994M,[{'key': '/authors/OL92474A'}],darkangel00beau,['New York'],,[{'key': '/languages/eng'}],824 p. ;,,['ia:darkangel00beau'],,824.0,,"{'type': '/type/datetime', 'value': '2008-11-11T15:30:09.534348'}",Bantam paperback ed.,1991,,,[{'key': '/works/OL994841W'}],{'key': '/type/edition'},8,['IA110121'],nyu,Sally Beauman,,,,,,,,,,['Family -- England -- Fiction.'],,,,,,,,,,,,,,,,,,,,,,
144,['0553561618'],Dark Paradise,,['Bantam'],"{'goodreads': ['87958'], 'librarything': ['4195']}",,,[371944],Mass Market Paperback,"{'type': '/type/datetime', 'value': '2012-04-05T22:50:17.951411'}",7,/books/OL7829066M,[{'key': '/authors/OL21979A'}],,,,[{'key': '/languages/eng'}],,,"['amazon:0553561618:bx:3708793578:257635', 'ia:darkparadise00hoag_0']",,528.0,['9780553561616'],"{'type': '/type/datetime', 'value': '2008-04-29T15:03:11.581851'}",,"March 1, 1994",,,[{'key': '/works/OL134447W'}],{'key': '/type/edition'},7,['IA180501'],,,,,,,,,,,,"['Modern fiction', 'Thrillers', 'Fiction - Psychological Suspense', 'Mystery/Suspense', 'Suspense', 'Fiction / Suspense']",,,,,9.6 ounces,6.9 x 4.2 x 1.3 inches,,,,,['darkparadise00hoag_0'],,,,,,,,,,,
145,['034539657X'],Dark Rivers of the Heart,,['Ballantine Books'],"{'goodreads': ['157536'], 'librarything': ['24153']}",,,[208372],Mass Market Paperback,"{'type': '/type/datetime', 'value': '2010-08-12T07:58:24.873835'}",7,/books/OL9527417M,[{'key': '/authors/OL33088A'}],,,,[{'key': '/languages/eng'}],,,['amazon:034539657X:2-al:3327033684:288225'],,592.0,['9780345396570'],"{'type': '/type/datetime', 'value': '2008-04-30T09:38:13.731961'}",1st Ballantine Books Ed edition,"September 27, 1995",,,[{'key': '/works/OL263298W'}],{'key': '/type/edition'},7,,,,,,,,,,,,,"['Horror & ghost stories', 'Fiction', 'Fiction - Psychological Suspense', 'Horror', 'Psychological', 'Suspense', 'Thrillers', 'Fiction / Thrillers', 'Horror - General']",,,,,9.6 ounces,6.8 x 4.2 x 1.4 inches,,,,,,,,,,,,,,,,
146,['0671670689'],Dawn,,['Pocket Books'],"{'amazon': ['0671670689'], 'goodreads': ['44289944']}",,"{'type': '/type/text', 'value': ""In her fine new Virginia school, Dawn Longchamp feels happy and safe. But nothing is what it seems...\r\n\r\nNow Dawn and her older brother Jimmy have a chance for a decent, respectable life, and Dawn's secret, precious hope to study singing can come true. Philip Cutler, the handsomest boy in school, sets Dawn's heart on fire. She is deeply devoted to her brooding brother; but with Philip, she imagines a lovely dream of romance...\r\n\r\nThen Dawn's mother suddenly dies, and her entire world begins to crumble. After a terrible new shock, she is thrust into a different family and an evil web of unspoken sins. Her sweet innocence lost, humiliated and scorned, Dawn is desperate to find Jimmy again and...strip away the wicked lies that will change all their lives forever!\r\n(back cover)""}",[11055918],Mass Market Paperback,"{'type': '/type/datetime', 'value': '2021-05-11T11:42:29.721836'}",3,/books/OL32392782M,,dawn0000andr_i2f5,['New York'],,[{'key': '/languages/eng'}],407p.,{},,"{'type': '/type/text', 'value': 'US/CAN'}",407.0,['9780671670689'],"{'type': '/type/datetime', 'value': '2021-05-11T11:38:03.459936'}",1st Pocket Books paperback printing (1),1990-11,1990,"['22481061', '999445345']",[{'key': '/works/OL134880W'}],{'key': '/type/edition'},3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,['1551666839'],Dead Run (MIRA),,['Mira'],"{'goodreads': ['418622'], 'librarything': ['129610']}",,,[771460],Mass Market Paperback,"{'type': '/type/datetime', 'value': '2010-08-10T04:53:26.267400'}",6,/books/OL8567406M,[{'key': '/authors/OL1426746A'}],,,,[{'key': '/languages/eng'}],,,,,480.0,['9781551666839'],"{'type': '/type/datetime', 'value': '2008-04-30T06:33:27.187047'}",,"May 1, 2003",,,[{'key': '/works/OL5822560W'}],{'key': '/type/edition'},6,,,,,,,,,,,,,"['Adventure / thriller', 'Romance - Adult', 'Fiction', 'Fiction - Espionage / Thriller', 'Mystery/Suspense', 'Suspense', 'Thrillers', 'Fiction / General']",,,,,7.2 ounces,6.5 x 4.2 x 1.4 inches,,,,,,,,,,,,,,,,
148,['0671011375'],Death du jour,,['Pocket Star Books'],,,,[6462912],,"{'type': '/type/datetime', 'value': '2011-08-11T23:46:22.150663'}",6,/books/OL24204858M,[{'key': '/authors/OL24769A'}],deathdujour00reic,['New York'],,[{'key': '/languages/eng'}],451 p. ;,,['ia:deathdujour00reic'],,451.0,['9780671011376'],"{'type': '/type/datetime', 'value': '2010-05-05T07:12:09.254847'}",,2000,,['44742464'],[{'key': '/works/OL14870343W'}],{'key': '/type/edition'},6,['IA107415'],nyu,Kathy Reichs,,,['813.54'],['PS3568.E476345 D39 2000'],,,,,,"['Medical examiners (Law) -- Fiction.', 'Forensic anthropology -- Fiction.', 'Arson investigation -- Fiction.', 'Brennan, Temperance (Fictitious character) -- Fiction.', 'Montréal (Québec) -- Fiction.', 'North Carolina -- Fiction.']",['Fiction.'],,,,,,,,,,,,,,,,,,,,,
149,['0425147584'],Debt of Honor (Jack Ryan Novels),,['Berkley'],"{'librarything': ['829007'], 'goodreads': ['19670']}",,,[270682],,"{'type': '/type/datetime', 'value': '2012-09-05T11:02:51.704837'}",7,/books/OL7503710M,[{'key': '/authors/OL6951711A'}],,,,[{'key': '/languages/eng'}],,,,,1008.0,['9780425147580'],"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}",,"August 1, 1995",,,[{'key': '/works/OL448927W'}],{'key': '/type/edition'},7,,,,['Jack Ryan (6)'],"{'type': '/type/text', 'value': 'There was a university somewhere in the Midwest, Jack had once heard on the radio, which had an instrument package designed to go inside a tornado.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,['0671027387'],Deception Point,,['Pocket Books'],"{'amazon': ['0671027387'], 'google': ['3MRDSDflO7MC'], 'librarything': ['878'], 'goodreads': ['976']}",,"A shocking scientific discovery. 
A conspiracy of staggering brilliance. 
A thriller unlike any you've ever read....

When a NASA satellite discovers an astonishingly rare object buried deep in the Arctic ice, the floundering space agency proclaims a much-needed victory -- a victory with profound implications for NASA policy and the impending presidential election. To verify the authenticity of the find, the White House calls upon the skills of intelligence analyst Rachel Sexton. Accompanied by a team of experts, including the charismatic scholar Michael Tolland, Rachel travels to the Arctic and uncovers the unthinkable: evidence of scientific trickery -- a bold deception that threatens to plunge the world into controversy. But before she can warn the President, Rachel and Michael are ambushed by a deadly team of assassins. Fleeing for their lives across a desolate and lethal landscape, their only hope for survival is to discover who is behind this masterful plot. The truth, they will learn, is the most shocking deception of all.
(back cover)",[8397936],Mass Market Paperback,"{'type': '/type/datetime', 'value': '2019-08-06T18:59:39.285033'}",13,/books/OL14443659M,[{'key': '/authors/OL39307A'}],deceptio00brow,"['New York, USA']",,[{'key': '/languages/eng'}],"xiii, 557p.",{},"['marc:marc_oregon_summit_records/catalog_files/pcc_bibs.mrc_rev.mrc:138986409:318', 'ia:deceptio00brow', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run02.mrc:230411431:2762', 'ia:deceptionpoint00brow_122', 'ia:deceptionpoint00brow_993']",US/CAN,,['9780671027384'],"{'type': '/type/datetime', 'value': '2008-09-12T16:53:07.987500'}",First Pocket Books paperback printing (22),2002 12,2001,"['1029053464', '51164362']",[{'key': '/works/OL76835W'}],{'key': '/type/edition'},13,,,,,,,,"['urn:sfpl:31223103623147', 'urn:sfpl:31223103623113', 'urn:sfpl:31223103623097', 'urn:sfpl:31223064076731', 'urn:sfpl:31223103623071']",,,,,,,,,,,,,,,,,,,,,,,,,,,
